Entry	Gene names	Entry name	Cross-reference (GeneID)
Q9H7N4	SCAF1 SFRS19 SRA1	SFR19_HUMAN	58506
Q8TCU3	SLC7A13 AGT1 XAT2	S7A13_HUMAN	157724
Q96LD1	SGCZ	SGCZ_HUMAN	137868
A0A1B0GWG4	SERTM2	SRTM2_HUMAN	
Q9BRG2	SH2D3A NSP1 UNQ175/PRO201	SH23A_HUMAN	10045
Q9H7C4	SYNC SYNC1	SYNCI_HUMAN	81493
Q96HL8	SH3YL1	SH3Y1_HUMAN	26751
Q6SPF0	SAMD1	SAMD1_HUMAN	90378
Q96A28	SLAMF9 CD2F10 UNQ1938/PRO4421	SLAF9_HUMAN	89886
Q8ND83	SLAIN1 C13orf32	SLAI1_HUMAN	122060
Q14714	SSPN KRAG	SSPN_HUMAN	8082
Q9P2F8	SIPA1L2 KIAA1389	SI1L2_HUMAN	57568
Q92623	TTC9 KIAA0227 TTC9A	TTC9A_HUMAN	23508
Q86SM8	MRGPRE GPR167 MRGE	MRGRE_HUMAN	116534
Q96LB1	MRGPRX2 MRGX2	MRGX2_HUMAN	117194
Q9H9S3	SEC61A2	S61A2_HUMAN	55176
Q9UH36	SRRD SRR1L	SRR1L_HUMAN	402055
Q96NB2	SFXN2	SFXN2_HUMAN	118980
Q9NSE4	IARS2	SYIM_HUMAN	55699
O75995	SASH3 CXorf9 SLY	SASH3_HUMAN	54440
Q9NSC7	ST6GALNAC1 SIAT7A UNQ543/PRO848	SIA7A_HUMAN	55808
P0DPE8	SMIM34B	SM34B_HUMAN	
Q6P4I2	WDR73 HSPC264	WDR73_HUMAN	84942
Q8IW36	ZNF695	ZN695_HUMAN	57116
Q6IV72	ZNF425	ZN425_HUMAN	155054
Q5VIY5	ZNF468	ZN468_HUMAN	90333
Q53GI3	ZNF394 ZKSCAN14	ZN394_HUMAN	84124
Q9BQY6	WFDC6 C20orf171 WAP6	WFDC6_HUMAN	140870
Q86U90	YRDC DRIP3 IRIP	YRDC_HUMAN	79693
P17038	ZNF43 KOX27 ZNF39 ZNF39L1	ZNF43_HUMAN	7594
Q969W8	ZNF566	ZN566_HUMAN	84924
P51508	ZNF81	ZNF81_HUMAN	347344
Q16587	ZNF74 ZNF520	ZNF74_HUMAN	7625
B1AH88	TSPO PBRS	TSPOB_HUMAN	
Q96KV7	WDR90 C16orf15 C16orf16 C16orf17 C16orf18 C16orf19 KIAA1924	WDR90_HUMAN	197335
Q8N2C9	UMODL1-AS1 C21orf128	UMAS1_HUMAN	
Q5VTQ0	TTC39B C9orf52	TT39B_HUMAN	158219
Q86TZ1	TTC6 C14orf25 NCRNA00291	TTC6_HUMAN	
Q9NNX9	VCX3A VCX3 VCX8R VCXA	VCX3_HUMAN	51481
P63119	ERVK-21	VPK21_HUMAN	
A8MU76		YP034_HUMAN	
A0A0A0MTA4	TRBJ2-5	TJB25_HUMAN	
A0A0J9YXG5	TRBJ1-4	TJB14_HUMAN	
A0A1W2PR48	TLE7	TLE7_HUMAN	
Q9BVK8	TMEM147	TM147_HUMAN	10430
Q6ZMR5	TMPRSS11A ECRG1 HATL1 HESP	TM11A_HUMAN	339967
Q9NX00	TMEM160	TM160_HUMAN	54958
A6NCI4	VWA3A	VWA3A_HUMAN	146177
Q8TCY9	URGCP KIAA1507 URG4	URGCP_HUMAN	55665
Q5VV11		U633B_HUMAN	
Q9Y334	VWA7 C6orf27 G7C NG37	VWA7_HUMAN	80737
Q8N8F6	YIPF7 FINGER9 YIP1B	YIPF7_HUMAN	285525
Q96MT0		YJ006_HUMAN	
A0A087WT03	TRAV26-1	TVAZ1_HUMAN	
A0A075B6N2	TRBV20-1	TVBT1_HUMAN	
Q3SY52	ZIK1 ZNF762	ZIK1_HUMAN	284307
Q9P2D8	UNC79 KIAA1409	UNC79_HUMAN	57578
Q8TF45	ZNF418 KIAA1956	ZN418_HUMAN	147686
Q7Z7K2	ZNF467	ZN467_HUMAN	168544
Q02386	ZNF45 KOX5 ZNF13	ZNF45_HUMAN	7596
Q6ZMY9	ZNF517	ZN517_HUMAN	340385
Q8NB15	ZNF511	ZN511_HUMAN	118472
Q6NSZ9	ZSCAN25 ZNF498	ZSC25_HUMAN	221785
P33763	S100A5 S100D	S10A5_HUMAN	6276
O00295	TULP2 TUBL2	TULP2_HUMAN	7288
Q96ET8	TVP23C FAM18B2 Nbla10383	TV23C_HUMAN	100533496
A0A0B4J266	TRAV41	TVA41_HUMAN	
Q0P140	HSD52	YA037_HUMAN	
Q9BXU2	TEX13B	TX13B_HUMAN	56156
Q5HYM0	ZC3H12B CXorf32 MCPIP2	ZC12B_HUMAN	340554
A1YPR0	ZBTB7C APM1 ZBTB36 ZNF857C	ZBT7C_HUMAN	201501
Q86VM9	ZC3H18 NHN1	ZCH18_HUMAN	124245
Q6ZST2	ZCCHC23	ZCH23_HUMAN	
Q8WYQ9	ZCCHC14 KIAA0579	ZCH14_HUMAN	23174
Q9NUE0	ZDHHC18	ZDH18_HUMAN	84243
O75310	UGT2B11	UDB11_HUMAN	10720
Q86UP3	ZFHX4	ZFHX4_HUMAN	79776
Q96NJ6	ZFP3 ZNF752	ZFP3_HUMAN	124961
Q96KR1	ZFR	ZFR_HUMAN	51663
Q9UDW3	ZMAT5	ZMAT5_HUMAN	55954
Q5JSH3	WDR44	WDR44_HUMAN	54521
Q03924	ZNF117	ZN117_HUMAN	109504726
Q9H2Y7	ZNF106 SH3BP3 ZFP106 ZNF474	ZN106_HUMAN	64397
P51786	ZNF157	ZN157_HUMAN	7712
Q9UJW7	ZNF229	ZN229_HUMAN	7772
O75346	ZNF253 BMZF1 ZNF411	ZN253_HUMAN	56242
Q9UDV6	ZNF212 ZNFC150	ZN212_HUMAN	7988
Q9NRM2	ZNF277 NRIF4 ZNF277P	ZN277_HUMAN	11179
Q96B54	ZNF428 C19orf37	ZN428_HUMAN	126299
Q8NEX5	WFDC9 WAP9	WFDC9_HUMAN	259240
Q6ZT77	ZNF826P ZNF826	ZN826_HUMAN	
Q9BWM5	ZNF416	ZN416_HUMAN	55659
Q92618	ZNF516 KIAA0222	ZN516_HUMAN	9658
Q8WUA8	TSKU E2IG4 LRRC54 TSK UNQ850/PRO1788	TSK_HUMAN	25987
Q05481	ZNF91	ZNF91_HUMAN	7644
Q8TB69	ZNF519	ZN519_HUMAN	162655
Q96K75	ZNF514	ZN514_HUMAN	84874
Q9H1Z9	TSPAN10 OCSP	TSN10_HUMAN	83882
Q9H707	ZNF552	ZN552_HUMAN	79818
Q68EA5	ZNF57 ZNF424	ZNF57_HUMAN	126295
Q6ZN08	ZNF66 ZNF66P	ZNF66_HUMAN	
Q96ND8	ZNF583	ZN583_HUMAN	147949
Q8NEG5	ZSWIM2 ZZZ2	ZSWM2_HUMAN	151112
Q9BTX7	TTPAL C20orf121	TTPAL_HUMAN	79183
Q7Z5H5	VN1R4 V1RL4	VN1R4_HUMAN	317703
Q6ZVL8		YP033_HUMAN	
A8MWP6		YQ019_HUMAN	
Q6UWI4	SHISA2 C13orf13 TMEM46 UNQ9166/PRO28631	SHSA2_HUMAN	387914
A0A0B4J200	TRBJ2-3 hCG_2039521	TJB23_HUMAN	
A0A075B6X5	TRAV18	TVA18_HUMAN	
P0CH99	ZNF705D	Z705D_HUMAN	728957
O75152	ZC3H11A KIAA0663 ZC3HDC11A	ZC11A_HUMAN	9877
Q6ZSN1		YI023_HUMAN	
P0CG32	ZCCHC18	ZCC18_HUMAN	644353
Q70EL1	USP54 C10orf29	UBP54_HUMAN	159195
Q9H8X9	ZDHHC11 ZNF399	ZDH11_HUMAN	79844
Q9C0B5	ZDHHC5 KIAA1748 ZNF375	ZDHC5_HUMAN	25921
Q9C0A1	ZFHX2 KIAA1056 KIAA1762 ZNF409	ZFHX2_HUMAN	85446
Q9BZJ3	TPSD1	TRYD_HUMAN	23430
Q5H9K5	ZMAT1 KIAA1789	ZMAT1_HUMAN	84460
P52738	ZNF140	ZN140_HUMAN	7699
O95201	ZNF205 ZNF210	ZN205_HUMAN	7755
Q8N8G2	VGLL2 VITO1	VGLL2_HUMAN	245806
Q5SRN2	TSBP1 C6orf10	TSBP1_HUMAN	10665
Q6ZMS7	ZNF783	ZN783_HUMAN	100289678
P0CB33	ZNF735 ZNF735P	ZN735_HUMAN	730291
Q96SE7	ZNF347 ZNF1111	ZN347_HUMAN	84671
Q6S9Z5	ZNF474	ZN474_HUMAN	133923
P17098	ZNF8	ZNF8_HUMAN	7554
Q7Z398	ZNF550	ZN550_HUMAN	162972
Q9BSK1	ZNF577	ZN577_HUMAN	84765
Q5R3I4	TTC38	TTC38_HUMAN	55020
Q96HJ5	MS4A3 CD20L HTM4	MS4A3_HUMAN	932
Q9Y3B1	PRELID3B C20orf45 SLMO2 CGI-107	PLD3B_HUMAN	51012
P61574	HERVK_113	RE113_HUMAN	
F8VTS6	RFPL4AL1	RFAL1_HUMAN	729974
O00287	RFXAP	RFXAP_HUMAN	5994
Q8N431	RASGEF1C	RGF1C_HUMAN	255426
Q9BWE0	REPIN1 RIP60 ZNF464	REPI1_HUMAN	29803
Q96IS3	RAX2 QRX RAXL1	RAX2_HUMAN	84839
O15539	RGS5	RGS5_HUMAN	8490
Q2M5E4	RGS21	RGS21_HUMAN	431704
Q9H974	QTRT2 QTRTD1	QTRT2_HUMAN	79691
P50120	RBP2 CRBP2	RET2_HUMAN	5948
Q6ZW05	PTCHD4 C6orf138 PTCH53	PTHD4_HUMAN	442213
Q9Y2V3	RAX RX	RX_HUMAN	30062
A6NEL2	SOWAHB ANKRD56	SWAHB_HUMAN	345079
P0C7V7	SEC11B SEC11L2 SPCS4B	SC11B_HUMAN	
Q8TDR4	TCP10L PRED77	TCP1L_HUMAN	140290
Q7Z6L1	TECPR1 KIAA1358	TCPR1_HUMAN	25851
O00762	UBE2C UBCH10	UBE2C_HUMAN	11065
A0A0B4J249	TRAV5	TVA5_HUMAN	
O00526	UPK2	UPK2_HUMAN	7379
A6NL46		YF016_HUMAN	
A0A075B6T6	TRAV12-2	TVAL2_HUMAN	
A0A0B4J2E0	TRBV12-4	TVBL4_HUMAN	
P54578	USP14 TGT	UBP14_HUMAN	9097
Q9P275	USP36 KIAA1453	UBP36_HUMAN	57602
Q9Y6I7	WSB1 SWIP1	WSB1_HUMAN	26118
O43264	ZW10	ZW10_HUMAN	9183
O14972	VPS26C DCRA DSCR3 DSCRA	VP26C_HUMAN	10311
Q16881	TXNRD1 GRIM12 KDRF	TRXR1_HUMAN	7296
Q8NI36	WDR36	WDR36_HUMAN	134430
Q9HA38	ZMAT3 PAG608 WIG1	ZMAT3_HUMAN	64393
P52744	ZNF138	ZN138_HUMAN	7697
Q86WZ6	ZNF227	ZN227_HUMAN	7770
Q13398	ZNF211	ZN211_HUMAN	10520
P30291	WEE1	WEE1_HUMAN	7465
Q8N8Z8	ZNF441	ZN441_HUMAN	126068
Q9H598	SLC32A1 VGAT VIAAT	VIAAT_HUMAN	140679
P0C7X5	ZNF806	ZN806_HUMAN	646915
Q06730	ZNF33A KIAA0065 KOX31 ZNF11 ZNF11A ZNF33	ZN33A_HUMAN	7581
Q9BUY5	ZNF426	ZN426_HUMAN	79088
Q9HCZ1	ZNF334	ZN334_HUMAN	55713
B1APH4	ZNF487 KRBO1 ZNF487P	ZN487_HUMAN	
Q14592	ZNF460 ZNF272	ZN460_HUMAN	10794
Q6ZNC4	ZNF704	ZN704_HUMAN	619279
Q9ULD5	ZNF777 KIAA1285	ZN777_HUMAN	27153
Q8N446	ZNF843	ZN843_HUMAN	283933
Q96SR6	ZNF382	ZN382_HUMAN	84911
Q8TD17	ZNF398 KIAA1339 ZER6	ZN398_HUMAN	57541
Q9BYP7	WNK3 KIAA1566 PRKWNK3	WNK3_HUMAN	65267
Q5W150		YT011_HUMAN	
Q8N8J6	ZNF615	ZN615_HUMAN	284370
P0CW01	TSPY10	TSPYA_HUMAN	100289087
Q96N58	ZNF578	ZN578_HUMAN	147660
A6NJL1	ZSCAN5B	ZSA5B_HUMAN	342933
Q8N6N2	TTC9B	TTC9B_HUMAN	148014
Q9NX65	ZSCAN32 ZNF434 HCCS5	ZSC32_HUMAN	54925
Q86TV6	TTC7B TTC7L1	TTC7B_HUMAN	145567
Q9Y277	VDAC3	VDAC3_HUMAN	7419
P63129	ERVK-24	VPK24_HUMAN	
P11473	VDR NR1I1	VDR_HUMAN	7421
P12018	VPREB1 VPREB	VPREB_HUMAN	7441
Q9BRG1	VPS25 DERP9 EAP20	VPS25_HUMAN	84313
Q8IV63	VRK3	VRK3_HUMAN	51231
P02774	GC	VTDB_HUMAN	2638
P51809	VAMP7 SYBL1	VAMP7_HUMAN	6845
Q9H4T2	ZSCAN16 ZNF392 ZNF435	ZSC16_HUMAN	80345
Q8NBB4	ZSCAN1	ZSCA1_HUMAN	284312
Q9BZ97	TTTY13 TTY13	TTY13_HUMAN	
P63124	HERV-K104	VPK04_HUMAN	
Q9Y487	ATP6V0A2	VPP2_HUMAN	23545
Q9P1D8	PRO2289	YP008_HUMAN	
A8MXK9		YQ018_HUMAN	
Q6ZRU5		YQ032_HUMAN	
Q96MV1	TLCD4 TMEM56	TLCD4_HUMAN	148534
Q5QJE6	DNTTIP2 ERBP TDIF2	TDIF2_HUMAN	30836
Q4W5P6	TMEM155	TM155_HUMAN	132332
O75643	SNRNP200 ASCC3L1 HELIC2 KIAA0788	U520_HUMAN	23020
Q8N377		YJ004_HUMAN	
A8MVM7		YD021_HUMAN	
Q6ZSR9		YJ005_HUMAN	
Q5DID0	UMODL1	UROL1_HUMAN	89766
Q9NZ43	USE1 USE1L MDS032	USE1_HUMAN	55850
P60604	UBE2G2	UB2G2_HUMAN	7327
Q9UHU1	PRO1716	YK039_HUMAN	
A0A0A6YYD4	TRBV13	TVB13_HUMAN	
Q6ZU65	UBN2 KIAA2030	UBN2_HUMAN	254048
Q9BXU3	TEX13A	TX13A_HUMAN	56157
Q13105	ZBTB17 MIZ1 ZNF151 ZNF60	ZBT17_HUMAN	7709
Q9Y330	ZBTB12 C6orf46 G10 NG35	ZBT12_HUMAN	221527
Q969E3	UCN3 SPC	UCN3_HUMAN	114131
Q9HAW8	UGT1A10 GNT1 UGT1	UD110_HUMAN	54575
Q9Y4X1	UGT2A1 UGT2A2	UD2A1_HUMAN	10941
P30530	AXL UFO	UFO_HUMAN	558
Q6PCB0	VWA1	VWA1_HUMAN	64856
A8MWP4		YU008_HUMAN	
Q9Y5J7	TIMM9 TIM9 TIM9A TIMM9A	TIM9_HUMAN	26520
P57738	TCTA	TCTA_HUMAN	6988
E7ETH6	ZNF587B	Z587B_HUMAN	100293516
Q8NA23	WDR31	WDR31_HUMAN	114987
Q8NF64	ZMIZ2 KIAA1886 ZIMP7 HRIHFB2007	ZMIZ2_HUMAN	83637
Q12901	ZNF155	ZN155_HUMAN	7711
Q9BY10	SLC46A2 TSCOT	TSCOT_HUMAN	57864
Q9H9D4	ZNF408 PFM14 PRDM17	ZN408_HUMAN	79797
Q8IYB9	ZNF595	ZN595_HUMAN	152687
Q8TA94	ZNF563	ZN563_HUMAN	147837
Q5EBL2	ZNF628	ZN628_HUMAN	89887
P17039	ZNF30 KOX28	ZNF30_HUMAN	90075
O75123	ZNF623 KIAA0628	ZN623_HUMAN	9831
Q6AZW8	ZNF660	ZN660_HUMAN	285349
Q7Z739	YTHDF3	YTHD3_HUMAN	253943
Q96N46	TTC14 KIAA1980 UNQ5813/PRO19630	TTC14_HUMAN	151613
Q5W5X9	TTC23 HCC8	TTC23_HUMAN	64927
Q96GT9	XAGE2 GAGED3 XAGE2B	XAGE2_HUMAN	9502
Q9P1C3	PRO2829	YN010_HUMAN	
Q8WWM1	XAGE5 GAGED5	XAGE5_HUMAN	170627
Q9C0H2	TTYH3 KIAA1691	TTYH3_HUMAN	80727
Q52LC2	ATP6AP1L	VAS1L_HUMAN	92270
Q16864	ATP6V1F ATP6S14 VATF	VATF_HUMAN	9296
Q96LB4	ATP6V1G3 ATP6G3	VATG3_HUMAN	127124
Q8IUC6	TICAM1 PRVTIRB TRIF	TCAM1_HUMAN	148022
Q9NUA8	ZBTB40 KIAA0478	ZBT40_HUMAN	9923
O43829	ZBTB14 ZFP161 ZNF478	ZBT14_HUMAN	7541
A8MUA0		YB057_HUMAN	
P55851	UCP2 SLC25A8	UCP2_HUMAN	7351
P55089	UCN	UCN1_HUMAN	7349
O94888	UBXN7 KIAA0794 UBXD7	UBXN7_HUMAN	26043
O15060	ZBTB39 KIAA0352	ZBT39_HUMAN	9880
Q8N1Y9		YI025_HUMAN	
Q9UPT8	ZC3H4 C19orf7 KIAA1064	ZC3H4_HUMAN	23211
Q6PEW1	ZCCHC12 SIZN1	ZCH12_HUMAN	170261
Q6UWM9	UGT2A3 UNQ2559/PRO6239	UD2A3_HUMAN	79799
P37275	ZEB1 AREB6 TCF8	ZEB1_HUMAN	6935
Q7Z3T8	ZFYVE16 KIAA0305	ZFY16_HUMAN	9765
Q7RTX0	TAS1R3 T1R3 TR3	TS1R3_HUMAN	83756
Q969J2	ZKSCAN4 ZNF307 ZNF427	ZKSC4_HUMAN	387032
Q5VTH9	WDR78	WDR78_HUMAN	79819
A8MV65	VGLL3	VGLL3_HUMAN	389136
Q14584	ZNF266 KIAA2007	ZN266_HUMAN	10781
Q8IUA0	WFDC8 C20orf170 WAP8	WFDC8_HUMAN	90199
O75373	ZNF737 ZNF102	ZN737_HUMAN	100129842
Q09FC8	ZNF415	ZN415_HUMAN	55786
O94892	ZNF432 KIAA0798	ZN432_HUMAN	9668
Q00341	HDLBP HBP VGL	VIGLN_HUMAN	3069
Q9H7X3	ZNF696	ZN696_HUMAN	79943
Q3KNS6	ZNF829	ZN829_HUMAN	374899
Q9ULM2	ZNF490 KIAA1198	ZN490_HUMAN	57474
Q96C28	ZNF707	ZN707_HUMAN	286075
Q9H963	ZNF702P ZNF702	ZN702_HUMAN	
P10072	ZNF875 HKR1	ZN875_HUMAN	284459
Q6ZMS4	ZNF852	ZN852_HUMAN	285346
P0CJ78	ZNF865	ZN865_HUMAN	100507290
Q9P2S5	WRAP73 WDR8	WRP73_HUMAN	49856
Q6UXV3	UNQ6126/PRO20091	YV010_HUMAN	
B9ZVM9	TCP10L2	TCP2L_HUMAN	401285
A0A0J9YXM7	TRBJ1-5	TJB15_HUMAN	
Q15560	TCEA2	TCEA2_HUMAN	6919
O75445	USH2A	USH2A_HUMAN	7399
Q8NBM4	UBAC2 PHGDHL1 PSEC0110	UBAC2_HUMAN	337867
Q9BRU9	UTP23 C8orf53	UTP23_HUMAN	84294
Q13454	TUSC3 N33	TUSC3_HUMAN	7991
O00755	WNT7A	WNT7A_HUMAN	7476
Q4V348	ZNF658B	Z658B_HUMAN	
Q9H6R7	WDCP C2orf44 PP384	WDCP_HUMAN	80304
Q8TAG6	VXN C8orf46	VEXIN_HUMAN	254778
Q6IQ21	ZNF770	ZN770_HUMAN	54989
Q5HY98	ZNF766	ZN766_HUMAN	90321
Q9Y4E5	ZNF451 COASTER KIAA0576 KIAA1702	ZN451_HUMAN	26036
A6NP11	ZNF716	ZN716_HUMAN	441234
Q8WZ26	PP6455	YS006_HUMAN	
P13051	UNG DGU UNG1 UNG15	UNG_HUMAN	7374
P17031	ZNF26 KOX20	ZNF26_HUMAN	7574
Q6ZNH5	ZNF497	ZN497_HUMAN	162968
Q86T29	ZNF605	ZN605_HUMAN	100289635
Q15940	ZNF726P1 ZNF67 ZNF67P	ZNF67_HUMAN	
P51522	ZNF83 ZNF816B	ZNF83_HUMAN	55769
Q9HAH1	ZNF556	ZN556_HUMAN	80032
Q19AV6	ZSWIM7 SWS1	ZSWM7_HUMAN	125150
P98169	ZXDB	ZXDB_HUMAN	158586
Q96LW9	ZSCAN31 ZNF310P ZNF323	ZSC31_HUMAN	64288
Q96SZ4	ZSCAN10 ZNF206	ZSC10_HUMAN	84891
Q05940	SLC18A2 SVMT VMAT2	VMAT2_HUMAN	6571
Q15542	TAF5 TAF2D	TAF5_HUMAN	6877
Q9HAT2	SIAE YSG2	SIAE_HUMAN	54414
Q99832	CCT7 CCTH NIP7-1	TCPH_HUMAN	10574
Q9NRJ4	TULP4 KIAA1397 TUBL4 TUSP	TULP4_HUMAN	56995
Q8N831	TSPYL6	TSYL6_HUMAN	388951
A0A0B4J240	TRAV10	TVA10_HUMAN	
Q6ZRM9		YG024_HUMAN	
Q9H869	YY1AP1 HCCA2 YY1AP	YYAP1_HUMAN	55249
P42681	TXK PTK4 RLK	TXK_HUMAN	7294
Q7Z7L7	ZER1 C9orf60 ZYG ZYG11BL	ZER1_HUMAN	10444
Q9Y2W2	WBP11 NPWBP SIPP1 SNP70	WBP11_HUMAN	51729
Q12768	WASHC5 KIAA0196	WASC5_HUMAN	9897
Q9UII5	ZNF107 ZFD25 ZNF588	ZN107_HUMAN	51427
Q14929	ZNF169	ZN169_HUMAN	169841
O14628	ZNF195 ZNFP104	ZN195_HUMAN	7748
Q6UXN9	WDR82 TMEM113 WDR82A UNQ9342/PRO34047	WDR82_HUMAN	80335
Q9H967	WDR76	WDR76_HUMAN	79968
Q9NNW5	WDR6	WDR6_HUMAN	11180
Q6ZMY6	WDR88 PQWD	WDR88_HUMAN	126248
Q7L3S4	ZNF771	ZN771_HUMAN	51333
Q96N22	ZNF681	ZN681_HUMAN	148213
Q8N7Q3	ZNF676	ZN676_HUMAN	163223
Q7Z2F6	ZNF720	ZN720_HUMAN	124411
Q9Y2P0	ZNF835	ZN835_HUMAN	90485
P17014	ZNF12 GIOT3 KOX3 ZNF325	ZNF12_HUMAN	7559
Q6ZNA1	ZNF836	ZN836_HUMAN	162962
O75351	VPS4B SKD1 VPS42 MIG1	VPS4B_HUMAN	9525
Q96N03	VSTM2L C20orf102	VTM2L_HUMAN	128434
O95183	VAMP5 HSPC191	VAMP5_HUMAN	10791
Q6EMB2	TTLL5 KIAA0998 STAMP	TTLL5_HUMAN	23093
Q9BZA0	TTTY10 TTY10	TTY10_HUMAN	
P63131	ERVK-7	VPK7_HUMAN	
Q8NAQ8		YP023_HUMAN	
Q9NRW7	VPS45 VPS45A VPS45B	VPS45_HUMAN	11311
Q6ZRG5		YQ015_HUMAN	
P0DPA2	VSIG8 C1orf204	VSIG8_HUMAN	391123
P0C264	SBK3 SGK110	SBK3_HUMAN	100130827
Q9Y336	SIGLEC9 UNQ668/PRO1302	SIGL9_HUMAN	27180
P0DMN0	SULT1A4	ST1A4_HUMAN	445329
Q9HBF5	ST20 HCCS1	ST20_HUMAN	
A6NIM6	SLC15A5	S15A5_HUMAN	729025
P51580	TPMT	TPMT_HUMAN	7172
O76054	SEC14L2 C22orf6 KIAA1186 KIAA1658	S14L2_HUMAN	23541
Q86T82	USP37 KIAA1594	UBP37_HUMAN	57695
Q70CQ4	USP31 KIAA1203	UBP31_HUMAN	57478
P20231	TPSB2 TPS2	TRYB2_HUMAN	64499
Q15915	ZIC1 ZIC ZNF201	ZIC1_HUMAN	7545
P15622	ZNF250 ZNF647	ZN250_HUMAN	58500
P52747	ZNF143 SBF STAF	ZN143_HUMAN	7702
Q8N5D0	WDTC1 KIAA1037	WDTC1_HUMAN	23038
Q8TF68	ZNF384 CAGH1 CIZ NMP4 TNRC1	ZN384_HUMAN	171017
Q8WWY7	WFDC12 C20orf122 WAP2 UNQ544/PRO844	WFD12_HUMAN	128488
Q5T5D7	ZNF684	ZN684_HUMAN	127396
Q96GE5	ZNF799 ZNF842	ZN799_HUMAN	90576
Q8NEX6	WFDC11 WAP11	WFD11_HUMAN	259239
Q9NX07	TRNAU1AP SECP43 TRSPAP1	TSAP1_HUMAN	54952
Q86UD4	ZNF329	ZN329_HUMAN	79673
P08670	VIM	VIME_HUMAN	7431
P18206	VCL	VINC_HUMAN	7414
Q8IVC4	ZNF584	ZN584_HUMAN	201514
P13682	ZNF35	ZNF35_HUMAN	7584
P17035	ZNF28 KOX24	ZNF28_HUMAN	7576
Q86UF1	TSPAN33 PEN	TSN33_HUMAN	340348
O95858	TSPAN15 NET7 TM4SF15 UNQ677/PRO1311	TSN15_HUMAN	23555
Q5T7W0	ZNF618 KIAA1952	ZN618_HUMAN	114991
P41732	TSPAN7 A15 DXS1692E MXS1 TM4SF2	TSN7_HUMAN	7102
Q8NB50	ZFP62	ZFP62_HUMAN	643836
Q96T88	UHRF1 ICBP90 NP95 RNF106	UHRF1_HUMAN	29128
Q9H4I2	ZHX3 KIAA0395 TIX1	ZHX3_HUMAN	23051
C9JPN9	USP17L12	UL17C_HUMAN	100287205
O75541	ZNF821	ZN821_HUMAN	55565
P59923	ZNF445 ZFP445 ZKSCAN15 ZNF168	ZN445_HUMAN	353274
Q6ZSZ6	TSHZ1 SDCCAG33 TSH1	TSH1_HUMAN	10194
P17030	ZNF25 KOX19	ZNF25_HUMAN	219749
Q6ZR52	ZNF493	ZN493_HUMAN	284443
Q9Y2H8	ZNF510 KIAA0972	ZN510_HUMAN	22869
P17020	ZNF16 HZF1 KOX9	ZNF16_HUMAN	7564
Q96C55	ZNF524	ZN524_HUMAN	147807
O43361	ZNF749	ZN749_HUMAN	388567
Q8IZ26	ZNF34 KOX32	ZNF34_HUMAN	80778
Q96JF6	ZNF594 KIAA1871	ZN594_HUMAN	84622
Q03923	ZNF85	ZNF85_HUMAN	7639
Q15937	ZNF79	ZNF79_HUMAN	7633
O43257	ZNHIT1 CGBP1 ZNFN4A1	ZNHI1_HUMAN	10467
Q5MNZ6	WDR45B WDR45L WIPI3	WIPI3_HUMAN	56270
Q9Y5A9	YTHDF2 HGRG8	YTHD2_HUMAN	51441
Q3SXZ7	TTLL9 C20orf125	TTLL9_HUMAN	164395
Q9ULE0	WWC3 KIAA1280	WWC3_HUMAN	55841
Q9BXE9	VN1R3 V1RL3 FKSG46	VN1R3_HUMAN	317702
O14598	VCY BPY1 VCY1A
O60688	YPEL1 FKSG3	YPEL1_HUMAN	29799
Q96QA6	YPEL2 FKSG4	YPEL2_HUMAN	388403
Q15906	VPS72 TCFL1 YL1	VPS72_HUMAN	6944
A8MZ25		YQ037_HUMAN	
P58304	VSX2 CHX10 HOX10	VSX2_HUMAN	338917
Q8IW00	VSTM4 C10orf72	VSTM4_HUMAN	196740
Q9BWV7	TTLL2 C6orf104	TTLL2_HUMAN	83887
O95159	ZFPL1	ZFPL1_HUMAN	7542
Q9BZM5	ULBP2 N2DL2 RAET1H UNQ463/PRO791	ULBP2_HUMAN	80328
P52739	ZNF131	ZN131_HUMAN	7690
Q9UIE0	ZNF230 FDZF2	ZN230_HUMAN	7773
Q14593	ZNF273	ZN273_HUMAN	10793
Q9HC57	WFDC1 PS20	WFDC1_HUMAN	58189
P09327	VIL1 VIL	VILI_HUMAN	7429
Q6UXU0	UNQ9165/PRO28630	YS002_HUMAN	
P98066	TNFAIP6 TSG6	TSG6_HUMAN	7130
Q96CX3	ZNF501 ZNF52	ZN501_HUMAN	115560
P17028	ZNF24 KOX17 ZNF191 ZSCAN3	ZNF24_HUMAN	7572
Q75MW2	ZNF767P ZNF767	ZN767_HUMAN	
P36508	ZNF76 D6S229E ZNF523	ZNF76_HUMAN	7629
O60636	TSPAN2	TSN2_HUMAN	10100
A6NKD2	TSPY2 TSPYQ1	TSPY2_HUMAN	64591
Q8NBZ7	UXS1 UNQ2538/PRO6079	UXS1_HUMAN	80146
P17026	ZNF22 KOX15 KROX26	ZNF22_HUMAN	7570
O15535	ZSCAN9 ZNF193 PIG12	ZSC9_HUMAN	7746
Q8NA56	TTC29	TTC29_HUMAN	83894
Q9NNW7	TXNRD2 KIAA1652 TRXR2	TRXR2_HUMAN	10587
Q96QD9	FYTTD1 UIF	UIF_HUMAN	84248
Q9HBF4	ZFYVE1 DFCP1 KIAA1589 TAFF1 ZNFN2A1 PP10436	ZFYV1_HUMAN	53349
