Entry	Gene names	Entry name
Q9BRJ6	C7orf50 FP15621	CG050_HUMAN
Q6ZTY9	C7orf65	CG065_HUMAN
Q8N6G5	CSGALNACT2 CHGN2 GALNACT2 PRO0082	CGAT2_HUMAN
P0DMB2	C8orf88	CH088_HUMAN
Q9H5V8	CDCP1 TRASK UNQ2486/PRO5773	CDCP1_HUMAN
Q15131	CDK10	CDK10_HUMAN
Q9BWU1	CDK19 CDC2L6 CDK11 KIAA1028	CDK19_HUMAN
P11802	CDK4	CDK4_HUMAN
P50613	CDK7 CAK CAK1 CDKN7 MO15 STK1	CDK7_HUMAN
P42772	CDKN2B MTS2	CDN2B_HUMAN
Q49AH0	CDNF ARMETL1	CDNF_HUMAN
Q6NVV7	CDPF1 C22orf40	CDPF1_HUMAN
Q01850	CDR2 PCD17	CDR2_HUMAN
O95674	CDS2	CDS2_HUMAN
Q9UKY7	CDV3 H41	CDV3_HUMAN
Q9Y6F8	CDY1 CDY1A; CDY1B	CDY1_HUMAN
A6NDU8	C5orf51	CE051_HUMAN
A8MTB9	CEACAM18	CEA18_HUMAN
P40199	CEACAM6 NCA	CEAM6_HUMAN
Q9BXQ6	CECR6	CECR6_HUMAN
Q8N6W0	CELF5 BRUNOL5	CELF5_HUMAN
P49454	CENPF	CENPF_HUMAN
Q5EE01	CENPW C6orf173 CUG2	CENPW_HUMAN
Q96G23	CERS2 LASS2 TMSG1	CERS2_HUMAN
Q9HD87	C6orf50 NAG19	CF050_HUMAN
Q9Y6Z2	LINC01558 C6orf123	CF123_HUMAN
Q6P656	CFAP161 C15orf26	CF161_HUMAN
Q5TEZ5	C6orf163	CF163_HUMAN
Q5T699	C6orf183	CF183_HUMAN
Q7Z4U5	C6orf201	CF201_HUMAN
Q96MT7	CFAP44 WDR52	CFA44_HUMAN
Q6ZTR5	CFAP47 CHDC2 CXorf22 CXorf30 CXorf59	CFA47_HUMAN
Q8N1V2	CFAP52 WDR16 WDRPUH	CFA52_HUMAN
Q96N23	CFAP54 C12orf55 C12orf63	CFA54_HUMAN
Q8WU49	C7orf33	CG033_HUMAN
O95992	CH25H	CH25H_HUMAN
Q9Y6H1	CHCHD2 C7orf17 AAG10	CHCH2_HUMAN
Q5T1J5	CHCHD2P9 C9orf49 CHCHD9	CHCH9_HUMAN
Q3L8U1	CHD9 KIAA0308 KISH2 PRIC320 AD-013 x0008	CHD9_HUMAN
O14757	CHEK1 CHK1	CHK1_HUMAN
O96017	CHEK2 CDS1 CHK2 RAD53	CHK2_HUMAN
Q9HD42	CHMP1A CHMP1 KIAA0047 PCOLN3 PRSM1	CHM1A_HUMAN
Q9H9P2	CHODL C21orf68 PRED12 UNQ872/PRO1890	CHODL_HUMAN
Q99653	CHP1 CHP	CHP1_HUMAN
Q9Y3Y2	CHTOP C1orf77 FOP HT031 PP7704	CHTOP_HUMAN
Q8WUH1	CHURC1 C14orf52 CHCH My015	CHUR_HUMAN
P0C843	LINC00032 C9orf14 NCRNA00032	CI014_HUMAN
Q9H2J1	ARRDC1-AS1 C9orf37 AD038	CI037_HUMAN
Q5SZB4	C9orf50	CI050_HUMAN
H0YL14	C9orf69	CI069_HUMAN
Q96MD7	C9orf85	CI085_HUMAN
Q6ZV77	C9orf139	CI139_HUMAN
Q9Y375	NDUFAF1 CIA30 CGI-65	CIA30_HUMAN
O60543	CIDEA	CIDEA_HUMAN
O43734	TRAF3IP2 C6orf2 C6orf4 C6orf5 C6orf6	CIKS_HUMAN
Q9P2M7	CGN KIAA1319	CING_HUMAN
Q86X95	CIR1 CIR	CIR1_HUMAN
Q14011	CIRBP A18HNRNP CIRP	CIRBP_HUMAN
Q8N5K1	CISD2 CDGSH2 ERIS ZCD2	CISD2_HUMAN
Q13938	CAPS	CAYP1_HUMAN
Q6ZSB3	LINC00299 C2orf46 NCRNA00299	CB046_HUMAN
A8MZ97	C2orf74	CB074_HUMAN
Q3KRA6	C2orf76	CB076_HUMAN
Q0P641	C2orf80	CB080_HUMAN
Q6ZV80	C2orf91	CB091_HUMAN
Q9NTU7	CBLN4 CBLNL1 UNQ718/PRO1382	CBLN4_HUMAN
P15088	CPA3	CBPA3_HUMAN
Q8N4T0	CPA6 CPAH	CBPA6_HUMAN
Q8TAB7	CCDC26 RAM	CCD26_HUMAN
Q9UFE4	CCDC39	CCD39_HUMAN
Q4G0X9	CCDC40 KIAA1640	CCD40_HUMAN
Q96MW1	CCDC43	CCD43_HUMAN
A2RUB6	CCDC66	CCD66_HUMAN
A6NI79	CCDC69	CCD69_HUMAN
Q9BR77	CCDC77	CCD77_HUMAN
Q8IWF9	CCDC83 HSD9	CCD83_HUMAN
O15467	CCL16 ILINCK NCC4 SCYA16	CCL16_HUMAN
P78396	CCNA1	CCNA1_HUMAN
P30281	CCND3	CCND3_HUMAN
P24864	CCNE1 CCNE	CCNE1_HUMAN
P32246	CCR1 CMKBR1 CMKR1 SCYAR1	CCR1_HUMAN
Q5T2Q4	CCNYL2 C10orf21	CCYL2_HUMAN
P86790	CCZ1B C7orf28B	CCZ1B_HUMAN
Q96KX1	C4orf36	CD036_HUMAN
A7E2U8	C4orf47 Chr4_1746	CD047_HUMAN
Q9UQ88	CDK11A CDC2L2 CDC2L3 PITSLREB	CD11A_HUMAN
O75794	CDC123 C10orf7 D123	CD123_HUMAN
P48509	CD151 TSPAN24	CD151_HUMAN
P29017	CD1C	CD1C_HUMAN
P26842	CD27 TNFRSF7	CD27_HUMAN
O95400	CD2BP2 KIAA1178	CD2B2_HUMAN
P07766	CD3E T3E	CD3E_HUMAN
Q13042	CDC16 ANAPC6	CDC16_HUMAN
A6H8M9	CDHR4 CDH29 UNQ9392/PRO34300	CDHR4_HUMAN
Q9HBB8	CDHR5 MUCDHL MUPCDH UNQ2781/PRO7168	CDHR5_HUMAN
Q00526	CDK3 CDKN3	CDK3_HUMAN
Q86X02	CDR2L HUMPPA	CDR2L_HUMAN
Q99626	CDX2 CDX3	CDX2_HUMAN
Q9Y6F7	CDY2A CDY2; CDY2B	CDY2_HUMAN
Q8N8U2	CDYL2	CDYL2_HUMAN
Q49AR2	C5orf22	CE022_HUMAN
Q96GV9	C5orf30	CE030_HUMAN
Q569G3	C5orf47	CE047_HUMAN
Q2WEN9	CEACAM16 CEAL2	CEA16_HUMAN
P49715	CEBPA CEBP	CEBPA_HUMAN
O95319	CELF2 BRUNOL3 CUGBP2 ETR3 NAPOR	CELF2_HUMAN
Q9NYQ6	CELSR1 CDHF9 FMI2	CELR1_HUMAN
P19835	CEL BAL	CEL_HUMAN
P49450	CENPA	CENPA_HUMAN
Q92674	CENPI FSHPRH1 ICEN19 LRPR1	CENPI_HUMAN
Q8N2Z9	APITD1 CENPS FAAP16 MHF1	CENPS_HUMAN
Q8NHQ1	CEP70 BITE	CEP70_HUMAN
Q96GE4	CEP95 CCDC45 CEP45	CEP95_HUMAN
Q8N5B7	CERS5 LASS5	CERS5_HUMAN
P00450	CP	CERU_HUMAN
Q4VX62	C6orf99	CF099_HUMAN
Q5T5N4	C6orf118	CF118_HUMAN
Q5SZD1	C6orf141	CF141_HUMAN
Q9H8X3	LINC00574 C6orf208	CF208_HUMAN
Q96G28	CFAP36 CCDC104 UNQ163/PRO189	CFA36_HUMAN
Q9UL16	CFAP45 CCDC19 NESG1	CFA45_HUMAN
Q8IYW2	CFAP46 C10orf123 C10orf124 C10orf92 C10orf93 TTC40	CFA46_HUMAN
Q5T0N1	CFAP70 TTC18	CFA70_HUMAN
P08603	CFH HF HF1 HF2	CFAH_HUMAN
Q8NI28	LINC01006 C7orf13 MY040	CG013_HUMAN
Q8N865	C7orf31	CG031_HUMAN
Q8WVR3	C7orf43	CG043_HUMAN
Q8NEG2	C7orf57	CG057_HUMAN
Q6ZVN7	C7orf76	CG076_HUMAN
Q8N5N4	C3orf22	CC022_HUMAN
Q8N813	C3orf56	CC056_HUMAN
Q9H0I3	CCDC113 HSPC065	CC113_HUMAN
Q8IWD4	CCDC117	CC117_HUMAN
Q6PK04	CCDC137 cPERP-B	CC137_HUMAN
Q96MF4	CCDC140	CC140_HUMAN
Q8NCX0	CCDC150	CC150_HUMAN
Q4G0S7	CCDC152 Chr5_400	CC152_HUMAN
A6NI56	CCDC154	CC154_HUMAN
A2VCL2	CCDC162P C6orf184 C6orf185 CCDC162	CC162_HUMAN
Q9P0B6	CCDC167 C6orf129 HSPC265	CC167_HUMAN
Q6PII3	CCDC174 C3orf19	CC174_HUMAN
Q5BJE1	CCDC178 C18orf34	CC178_HUMAN
Q8IWA6	CCDC60	CCD60_HUMAN
Q53HC0	CCDC92	CCD92_HUMAN
Q9BW85	CCDC94	CCD94_HUMAN
Q9H0W5	CCDC8	CCDC8_HUMAN
Q8WXS4	TMEM37 PR	CCGL_HUMAN
P13501	CCL5 D17S136E SCYA5	CCL5_HUMAN
Q8N1A6	C4orf33	CD033_HUMAN
Q96LM5	C4orf45	CD045_HUMAN
Q8N6Q3	CD177 NB1 PRV1 UNQ595/PRO1181	CD177_HUMAN
P11836	MS4A1 CD20	CD20_HUMAN
Q9BZW8	CD244 2B4	CD244_HUMAN
Q9Y5K6	CD2AP	CD2AP_HUMAN
Q8IX05	CD302 CLEC13A DCL1 KIAA0022	CD302_HUMAN
P20138	CD33 SIGLEC3	CD33_HUMAN
P28906	CD34	CD34_HUMAN
P28907	CD38	CD38_HUMAN
O00311	CDC7 CDC7L1	CDC7_HUMAN
Q96JP9	CDHR1 KIAA1775 PCDH21 PRCAD	CDHR1_HUMAN
Q6ZTQ4	CDHR3 CDH28	CDHR3_HUMAN
Q9H305	CDIP1 C16orf5 CDIP LITAFL	CDIP1_HUMAN
Q00534	CDK6 CDKN6	CDK6_HUMAN
Q8IVW4	CDKL3 NKIAMRE	CDKL3_HUMAN
Q4KMG0	CDON CDO	CDON_HUMAN
P51861	CDR1	CDR1_HUMAN
O95170	CDRT1 C17orf1 C17orf1A HREP	CDRT1_HUMAN
Q96T59	CDRT15	CDRTF_HUMAN
Q15517	CDSN	CDSN_HUMAN
P47902	CDX1	CDX1_HUMAN
A4QMS7	C5orf49	CE049_HUMAN
A6NFR6	C5orf60	CE060_HUMAN
Q5VT06	CEP350 CAP350 KIAA0480 GM133	CE350_HUMAN
Q5SZL2	CEP85L C6orf204	CE85L_HUMAN
Q7Z692	CEACAM19 CEAL1 UNQ2973/PRO7436	CEA19_HUMAN
P40198	CEACAM3 CD66D CGM1	CEAM3_HUMAN
Q15744	CEBPE	CEBPE_HUMAN
Q9NZK5	CECR1 ADA2 ADGF IDGFL	CECR1_HUMAN
Q92879	CELF1 BRUNOL2 CUGBP CUGBP1 NAB50	CELF1_HUMAN
Q5SZQ8	CELF3 BRUNOL1 CAGH4 ERDA4 TNRC4	CELF3_HUMAN
Q96J87	CELF6 BRUNOL6	CELF6_HUMAN
Q9HCU4	CELSR2 CDHF10 EGFL2 KIAA0279 MEGF3	CELR2_HUMAN
Q9NYQ7	CELSR3 CDHF11 EGFL1 FMI1 KIAA0812 MEGF2	CELR3_HUMAN
Q03188	CENPC CENPC1 ICEN7	CENPC_HUMAN
Q02224	CENPE	CENPE_HUMAN
Q9BU64	CENPO ICEN36 MCM21R	CENPO_HUMAN
Q71F23	CENPU ICEN24 KLIP1 MLF1IP PBIP1	CENPU_HUMAN
Q96LK0	CEP19 C3orf34 HSD5	CEP19_HUMAN
Q9C0F1	CEP44 KIAA1712	CEP44_HUMAN
Q8TAP6	CEP76 C18orf9	CEP76_HUMAN
Q5JTW2	CEP78 C9orf81	CEP78_HUMAN
Q96ST8	CEP89 CCDC123	CEP89_HUMAN
Q8IW35	CEP97 LRRIQ2	CEP97_HUMAN
Q9Y6K0	CEPT1 PRO1101	CEPT1_HUMAN
O95813	CER1 DAND4	CER1_HUMAN
P41208	CETN2 CALT CEN2	CETN2_HUMAN
P11597	CETP	CETP_HUMAN
Q86T20	C6orf1 LBH	CF001_HUMAN
Q5T4I8	C6orf52	CF052_HUMAN
Q5JQF7	LINC01556 C6orf100	CF100_HUMAN
Q7Z4R8	C6orf120	CF120_HUMAN
Q9H8W2	LINC00472 C6orf155	CF155_HUMAN
Q8IYR0	CFAP206 C6orf165	CF206_HUMAN
Q8NDM7	CFAP43 C10orf79 WDR96	CFA43_HUMAN
P00751	CFB BF BFD	CFAB_HUMAN
P00746	CFD DF PFD	CFAD_HUMAN
P05156	CFI IF	CFAI_HUMAN
O15519	CFLAR CASH CASP8AP1 CLARP MRIT	CFLAR_HUMAN
P13569	CFTR ABCC7	CFTR_HUMAN
Q9H7B7	C7orf69	CG069_HUMAN
Q16880	UGT8 CGT UGT4	CGT_HUMAN
Q9NR00	C8orf4 TC1	CH004_HUMAN
Q8NAV2	C8orf58	CH058_HUMAN
Q8N0T1	C8orf59	CH059_HUMAN
Q96K31	C8orf76	CH076_HUMAN
E5RJ46	C8orf87	CH087_HUMAN
P10809	HSPD1 HSP60	CH60_HUMAN
Q8WU43	C2orf15	CB015_HUMAN
Q96LS8	C2orf48	CB048_HUMAN
P0DN79	CBSL	CBSL_HUMAN
P35520	CBS	CBS_HUMAN
Q14781	CBX2	CBX2_HUMAN
O00257	CBX4	CBX4_HUMAN
P45973	CBX5 HP1A	CBX5_HUMAN
Q8IYE1	CCDC13	CCD13_HUMAN
Q0P6D6	CCDC15	CCD15_HUMAN
Q8IXS2	CCDC65	CCD65_HUMAN
Q8N998	CCDC89 BOIP	CCD89_HUMAN
Q9UF02	CACNG5	CCG5_HUMAN
O00175	CCL24 MPIF2 SCYA24	CCL24_HUMAN
P41002	CCNF FBX1 FBXO1	CCNF_HUMAN
P22674	CCNO	CCNO_HUMAN
P41597	CCR2 CMKBR2	CCR2_HUMAN
P51679	CCR4 CMKBR4	CCR4_HUMAN
P51681	CCR5 CMKBR5	CCR5_HUMAN
Q504U0	C4orf46 RCDG1	CD046_HUMAN
Q6ZRC1	C4orf50	CD050_HUMAN
Q6YHK3	CD109 CPAMD7	CD109_HUMAN
P21854	CD72	CD72_HUMAN
A6NJW9	CD8BP CD8B2	CD8BL_HUMAN
P10966	CD8B CD8B1	CD8B_HUMAN
P14209	CD99 MIC2 MIC2X MIC2Y	CD99_HUMAN
Q8IWY9	CDAN1 UNQ664/PRO1295	CDAN1_HUMAN
Q8NHZ8	CDC26 ANAPC12 C9orf17	CDC26_HUMAN
Q99741	CDC6 CDC18L	CDC6_HUMAN
Q69YH5	CDCA2	CDCA2_HUMAN
Q5VXM1	CDCP2	CDCP2_HUMAN
Q9BYE9	CDHR2 PCDH24 PCLKC	CDHR2_HUMAN
O14735	CDIPT PIS PIS1	CDIPT_HUMAN
O94921	CDK14 KIAA0834 PFTK1	CDK14_HUMAN
Q00536	CDK16 PCTAIRE1 PCTK1	CDK16_HUMAN
Q07002	CDK18 PCTAIRE3 PCTK3	CDK18_HUMAN
O14519	CDK2AP1 CDKAP1 DOC1	CDKA1_HUMAN
Q7Z6I8	C5orf24	CE024_HUMAN
Q96MH7	C5orf34	CE034_HUMAN
Q6UWT4	C5orf46 UNQ472/PRO839	CE046_HUMAN
Q9BS16	CENPK ICEN37 FKSG14	CENPK_HUMAN
O95873	C6orf47 G4	CF047_HUMAN
Q6UWU4	C6orf89 BRAP UNQ177/PRO203	CF089_HUMAN
P0C7V0	LINC00271 C6orf217 NCRNA00271	CF217_HUMAN
A4D0T2	C7orf66	CG066_HUMAN
Q8N884	MB21D1 C6orf150	CGAS_HUMAN
Q8TDX6	CSGALNACT1 CHGN GALNACT1 UNQ656/PRO1287	CGAT1_HUMAN
Q6NT52	CGB2	CGB2_HUMAN
P0DN86	CGB3 CGB; CGB5; CGB8	CGB3_HUMAN
P32929	CTH	CGL_HUMAN
Q99674	CGREF1 CGR11	CGRE1_HUMAN
Q9H7E9	C8orf33	CH033_HUMAN
Q96NL8	C8orf37 smalltalk	CH037_HUMAN
Q96CB5	C8orf44	CH044_HUMAN
Q96LL4	C8orf48	CH048_HUMAN
Q6P047	C8orf74	CH074_HUMAN
Q6ZUL3	C8orf86	CH086_HUMAN
Q15782	CHI3L2	CH3L2_HUMAN
Q9NZZ3	CHMP5 C9orf83 SNF7DC2 CGI-34 HSPC177 PNAS-114 PNAS-2	CHMP5_HUMAN
Q9P2X8	LINC00474 C9orf27	CI027_HUMAN
Q6ZRZ4	C9orf47 C9orf108	CI047_HUMAN
Q5VXU9	C9orf84	CI084_HUMAN
Q6NUI6	CHADL SLRR4B	CHADL_HUMAN
O15335	CHAD SLRR4A	CHAD_HUMAN
Q9UKJ5	CHIC2 BTL	CHIC2_HUMAN
Q13231	CHIT1	CHIT1_HUMAN
Q9NS84	CHST7	CHST7_HUMAN
Q9H2A9	CHST8	CHST8_HUMAN
Q7LFX5	CHST15 BRAG GALNAC4S6ST KIAA0598	CHSTF_HUMAN
Q9NZ63	C9orf78 HCA59	CI078_HUMAN
Q5JTZ5	C9orf152	CI152_HUMAN
Q96RK0	CIC KIAA0306	CIC_HUMAN
Q9UHD4	CIDEB	CIDEB_HUMAN
Q9ULV3	CIZ1 LSFR1 NP94 ZNF356	CIZ1_HUMAN
Q5T681	C10orf62	CJ062_HUMAN
P51801	CLCNKB	CLCKB_HUMAN
P51795	CLCN5 CLCK2	CLCN5_HUMAN
P51797	CLCN6 KIAA0046	CLCN6_HUMAN
P56749	CLDN12	CLD12_HUMAN
P56856	CLDN18 UNQ778/PRO1572	CLD18_HUMAN
C9JDP6	CLDN25	CLD25_HUMAN
P57739	CLDN2 PSEC0059 SP82 UNQ705/PRO1356	CLD2_HUMAN
O14493	CLDN4 CPER CPETR1 WBSCR8	CLD4_HUMAN
O95471	CLDN7 CEPTRL2 CPETRL2	CLD7_HUMAN
Q8NHS1	CLDND2	CLDN2_HUMAN
Q96NY7	CLIC6 CLIC1L	CLIC6_HUMAN
Q96KA5	CLPTM1L CRR9	CLP1L_HUMAN
Q92989	CLP1 HEAB	CLP1_HUMAN
Q16740	CLPP	CLPP_HUMAN
O75153	CLUH KIAA0664	CLU_HUMAN
Q5VV42	CDKAL1	CDKAL_HUMAN
O76039	CDKL5 STK9	CDKL5_HUMAN
Q8N9R6	CDRT4	CDRT4_HUMAN
Q9H799	C5orf42 JBTS17	CE042_HUMAN
C9J3I9	C5orf58	CE058_HUMAN
O60308	CEP104 KIAA0562	CE104_HUMAN
Q8N960	CEP120 CCDC100	CE120_HUMAN
Q6ZU80	CEP128 C14orf145 C14orf61	CE128_HUMAN
P13688	CEACAM1 BGP BGP1	CEAM1_HUMAN
Q8N7Q2	CELF2-AS1 C10orf31	CEAS1_HUMAN
A8MTT3	CEBPZOS CEBPZ-AS1	CEBOS_HUMAN
P49716	CEBPD	CEBPD_HUMAN
Q86SI9	C5orf38 CEI	CEI_HUMAN
P08861	CELA3B ELA3B	CEL3B_HUMAN
Q9HC77	CENPJ CPAP LAP LIP1	CENPJ_HUMAN
Q9NSP4	CENPM C22orf18 ICEN39 PANE1	CENPM_HUMAN
Q6IPU0	CENPP	CENPP_HUMAN
Q96BT3	CENPT C16orf56 ICEN22	CENPT_HUMAN
Q7Z7K6	CENPV PRR6	CENPV_HUMAN
A8MT69	STRA13 CENPX FAAP10 MHF2	CENPX_HUMAN
Q6P2H3	CEP85 CCDC21	CEP85_HUMAN
Q6UXA7	C6orf15 STG UNQ1840/PRO3566	CF015_HUMAN
Q9GZU0	C6orf62 XTP12 Nbla00237	CF062_HUMAN
Q9H6K1	C6orf106	CF106_HUMAN
Q5SQH8	C6orf136	CF136_HUMAN
Q5TEZ4	LINC01590 C6orf164	CF164_HUMAN
Q5I0X4	C6orf226	CF226_HUMAN
Q96M91	CFAP53 CCDC11	CFA53_HUMAN
Q96MR6	CFAP57 WDR65	CFA57_HUMAN
A5D8W1	CFAP69 C7orf63	CFA69_HUMAN
Q9C0B2	CFAP74 C1orf222 KIAA1751	CFA74_HUMAN
D6REC4	CFAP99	CFA99_HUMAN
Q8TBZ9	C7orf62	CG062_HUMAN
A4D263	C7orf72	CG072_HUMAN
Q9UFW8	CGGBP1 CGGBP	CGBP1_HUMAN
Q9Y4M8	LINC00588 C8orf71	CH071_HUMAN
P36222	CHI3L1	CH3L1_HUMAN
Q8NAJ2	C9orf106	CI106_HUMAN
Q5T035	C9orf129	CI129_HUMAN
Q5VTT2	C9orf135	CI135_HUMAN
C9J069	C9orf172	CI172_HUMAN
Q9NPC3	CCNB1IP1 C14orf18 HEI10	CIP1_HUMAN
Q96RK1	CITED4 MRG2	CITE4_HUMAN
P0C842	LINC00614 C10orf52	CJ052_HUMAN
Q8IXR9	C12orf56	CL056_HUMAN
Q96MD2	C12orf66	CL066_HUMAN
Q32Q52	C12orf74	CL074_HUMAN
Q5QGZ9	CLEC12A CLL1 DCAL2 MICL	CL12A_HUMAN
Q8NCF0	CLEC18C MRLP3	CL18C_HUMAN
Q8IUN9	CLEC10A CLECSF13 CLECSF14 HML	CLC10_HUMAN
Q6UVW9	CLEC2A KACL UNQ5792/PRO19597	CLC2A_HUMAN
Q9UMR7	CLEC4A CLECSF6 DCIR LLIR HDCGC13P	CLC4A_HUMAN
Q8N1N0	CLEC4F CLECSF13	CLC4F_HUMAN
Q9H2X3	CLEC4M CD209L CD209L1 CD299	CLC4M_HUMAN
Q14CN2	CLCA4 CaCC2 UNQ562/PRO1124	CLCA4_HUMAN
Q8WUJ3	CEMIP KIAA1199	CEMIP_HUMAN
B2RD01	CENPBD1	CENP1_HUMAN
Q8N0S6	CENPL C1orf155 ICEN33	CENPL_HUMAN
Q96H22	CENPN C16orf60 ICEN32 BM-309	CENPN_HUMAN
Q13352	ITGB3BP CENPR NRIF3	CENPR_HUMAN
Q76N32	CEP68 KIAA0582	CEP68_HUMAN
Q9P209	CEP72 KIAA1519	CEP72_HUMAN
Q9Y592	CEP83 CCDC41	CEP83_HUMAN
P27544	CERS1 LAG1 LASS1 UOG1	CERS1_HUMAN
Q9HA82	CERS4 LASS4	CERS4_HUMAN
Q6ZMG9	CERS6 LASS6	CERS6_HUMAN
Q12798	CETN1 CEN1 CETN	CETN1_HUMAN
O15182	CETN3 CEN3	CETN3_HUMAN
Q5SRN2	C6orf10	CF010_HUMAN
Q5T6M2	LINC00242 C6orf122 NCRNA00242	CF122_HUMAN
Q5T0Z8	C6orf132	CF132_HUMAN
Q5JU67	CFAP157 C9orf117	CF157_HUMAN
Q8N0U6	LINC00518 C6orf218	CF218_HUMAN
Q8IZ16	C7orf61	CG061_HUMAN
E0CX11	C7orf73	CG073_HUMAN
Q0VF96	CGNL1 JACOP KIAA1749	CGNL1_HUMAN
Q99675	CGRRF1 CGR19 RNF197	CGRF1_HUMAN
Q8N9H6	C8orf31	CH031_HUMAN
Q49A92	C8orf34	CH034_HUMAN
Q8N9K7	KIAA1456 C8orf79	CH079_HUMAN
P61604	HSPE1	CH10_HUMAN
Q9BUX1	CHAC1 BOTCH	CHAC1_HUMAN
Q96JM3	CHAMP1 C13orf8 CAMP CHAMP KIAA1802 ZNF828	CHAP1_HUMAN
Q96BP2	CHCHD1 C10orf34 MRPS37	CHCH1_HUMAN
Q8TDI0	CHD5 KIAA0444	CHD5_HUMAN
Q9Y259	CHKB CHETK CHKL	CHKB_HUMAN
Q96CF2	CHMP4C SHAX3	CHM4C_HUMAN
Q9P2E5	CHPF2 CHSY3 CSGLCAT KIAA1402 UNQ299/PRO339	CHPF2_HUMAN
Q86X52	CHSY1 CHSY CSS1 KIAA0990 UNQ756/PRO1487	CHSS1_HUMAN
Q70JA7	CHSY3 CHSY2 CSS3	CHSS3_HUMAN
Q9GZS9	CHST5	CHST5_HUMAN
Q9GZX3	CHST6	CHST6_HUMAN
Q7L1S5	CHST9 UNQ2549/PRO6175	CHST9_HUMAN
Q9NPF2	CHST11	CHSTB_HUMAN
Q8NCH0	CHST14 D4ST1 UNQ1925/PRO4400	CHSTE_HUMAN
A6NHY6	C9orf118	CI118_HUMAN
Q8N655	C10orf12	CJ012_HUMAN
Q5T1B1	C10orf91	CJ091_HUMAN
Q8TEF2	C10orf105	CJ105_HUMAN
A6NCD4	C10orf131	CJ131_HUMAN
Q9H6J7	C11orf49	CK049_HUMAN
A6NJI1	C11orf86	CK086_HUMAN
Q3C1V1	C11orf91	CK091_HUMAN
C9JXX5	C11orf94	CK094_HUMAN
Q96DZ9	CMTM5 CKLFSF5	CKLF5_HUMAN
Q8IZV2	CMTM8 CKLFSF8	CKLF8_HUMAN
Q8N8E3	CEP112 CCDC46	CE112_HUMAN
Q9P2H0	CEP126 KIAA1377	CE126_HUMAN
Q5TB80	CEP162 C6orf84 KIAA1009 QN1	CE162_HUMAN
O75871	CEACAM4 CGM7	CEAM4_HUMAN
Q14002	CEACAM7 CGM2	CEAM7_HUMAN
P53567	CEBPG	CEBPG_HUMAN
Q9BXF3	CECR2 KIAA1740	CECR2_HUMAN
P08217	CELA2A ELA2A	CEL2A_HUMAN
Q9UNI1	CELA1 ELA1	CELA1_HUMAN
Q8N111	CEND1 BM88	CEND_HUMAN
Q9BYV8	CEP41 TSGA14	CEP41_HUMAN
Q53EZ4	CEP55 C10orf3 URCC6	CEP55_HUMAN
Q86XR8	CEP57 KIAA0092 TSP57	CEP57_HUMAN
Q96MT8	CEP63	CEP63_HUMAN
Q8TCT0	CERK KIAA1646	CERK1_HUMAN
Q49MI3	CERKL	CERKL_HUMAN
Q8IU89	CERS3 LASS3	CERS3_HUMAN
Q9UKY3	CES1P1 CES4	CES1P_HUMAN
Q96MT4	LINC01600 C6orf195	CF195_HUMAN
Q9P0P8	C6orf203 HSPC230	CF203_HUMAN
Q5T655	CFAP58 C10orf80 CCDC147	CFA58_HUMAN
Q6ZU64	CFAP65 CCDC108	CFA65_HUMAN
A6NFT4	CFAP73 CCDC42B	CFA73_HUMAN
Q9P2B7	CFAP97 KIAA1430	CFA97_HUMAN
Q96N11	C7orf26	CG026_HUMAN
Q96L11	C7orf34	CG034_HUMAN
A4D174	C7orf71	CG071_HUMAN
A4D0Y5	C7orf77	CG077_HUMAN
Q8WUX2	CHAC2	CHAC2_HUMAN
B1AMM8	LINC00587 C9orf107	CI107_HUMAN
Q5T280	C9orf114 CENP-32	CI114_HUMAN
Q5VYM1	C9orf131	CI131_HUMAN
Q8N9P6	C9orf163	CI163_HUMAN
O75838	CIB2 KIP2	CIB2_HUMAN
Q9NZ45	CISD1 C10orf70 ZCD1 MDS029	CISD1_HUMAN
Q9NSE2	CISH G18	CISH_HUMAN
O75390	CS	CISY_HUMAN
Q96D05	C10orf35	CJ035_HUMAN
Q8WW14	C10orf82	CJ082_HUMAN
Q9H7T3	C10orf95	CJ095_HUMAN
Q6IPW1	C11orf71	CK071_HUMAN
Q6PI97	C11orf88	CK088_HUMAN
E9PRG8	C11orf98	CK098_HUMAN
Q7Z7J9	CAMK2N1	CK2N1_HUMAN
Q96JB5	CDK5RAP3 IC53 LZAP MSTP016 OK/SW-cl.114 PP1553	CK5P3_HUMAN
Q9H741	C12orf49	CL049_HUMAN
Q5U649	C12orf60	CL060_HUMAN
Q96M19	LINC00477 C12orf67	CL067_HUMAN
Q2HXU8	CLEC12B UNQ5782/PRO16089	CL12B_HUMAN
Q2KHT3	CLEC16A KIAA0350	CL16A_HUMAN
Q6ZS10	CLEC17A	CL17A_HUMAN
Q8NC01	CLEC1A CLEC1 UNQ569/PRO1131	CLC1A_HUMAN
Q9P126	CLEC1B CLEC2 UNQ721/PRO1384	CLC1B_HUMAN
P0C7M8	CLEC2L	CLC2L_HUMAN
P49760	CLK2	CLK2_HUMAN
Q08708	CD300C CMRF35 CMRF35A CMRF35A1 IGSF16	CLM6_HUMAN
P58418	CLRN1 USH3A	CLRN1_HUMAN
Q9NS75	CYSLTR2 CYSLT2 CYSLT2R PSEC0146	CLTR2_HUMAN
Q8IVM7	LINC00346 C13orf29	CM029_HUMAN
