Entry	Entry_name	Gene_names
Q14693	LPIN1_HUMAN	LPIN1
Q14739	LBR_HUMAN	LBR
Q14749	GNMT_HUMAN	GNMT
Q14765	STAT4_HUMAN	STAT4
Q14767	LTBP2_HUMAN	LTBP2
Q14781	CBX2_HUMAN	CBX2
Q14790	CASP8_HUMAN	CASP8
Q14807	KIF22_HUMAN	KIF22
Q14896	MYPC3_HUMAN	MYBPC3
Q14938	NFIX_HUMAN	NFIX
Q14999	CUL7_HUMAN	CUL7
Q149M6	Q149M6_HUMAN	EXPH5
Q14C88	Q14C88_HUMAN	AFF1
Q14CZ8	HECAM_HUMAN	HEPACAM
Q14TF0	Q14TF0_HUMAN	GCLC
Q15020	SART3_HUMAN	SART3
Q15029	U5S1_HUMAN	EFTUD2
Q15031	SYLM_HUMAN	LARS2
Q15042	RB3GP_HUMAN	RAB3GAP1
Q15046	SYK_HUMAN	KARS
Q15049	MLC1_HUMAN	MLC1
Q15051	IQCB1_HUMAN	IQCB1
Q15052	ARHG6_HUMAN	ARHGEF6
Q15067	ACOX1_HUMAN	ACOX1
Q15080	NCF4_HUMAN	NCF4
Q15120	PDK3_HUMAN	PDK3
Q15125	EBP_HUMAN	EBP
Q15147	PLCB4_HUMAN	PLCB4
Q15149	PLEC_HUMAN	PLEC
Q15154	PCM1_HUMAN	PCM1
Q15198	PGFRL_HUMAN	PDGFRL
Q15223	NECT1_HUMAN	NECTIN1
Q152R5	Q152R5_HUMAN	TBX1
Q15306	IRF4_HUMAN	IRF4
Q15319	PO4F3_HUMAN	POU4F3
Q15392	DHC24_HUMAN	DHCR24
Q15427	SF3B4_HUMAN	SF3B4
Q15436	SC23A_HUMAN	SEC23A
Q15437	SC23B_HUMAN	SEC23B
Q15465	SHH_HUMAN	SHH
Q15466	NR0B2_HUMAN	NR0B2
Q15468	STIL_HUMAN	STIL
Q15475	SIX1_HUMAN	SIX1
Q15477	SKIV2_HUMAN	SKIV2L
Q15517	CDSN_HUMAN	CDSN
Q15526	SURF1_HUMAN	SURF1
Q15582	BGH3_HUMAN	TGFBI
Q15583	TGIF1_HUMAN	TGIF1
Q15607	Q15607_HUMAN	
Q15643	TRIPB_HUMAN	TRIP11
Q15672	TWST1_HUMAN	TWIST1
Q15678	PTN14_HUMAN	PTPN14
Q15699	ALX1_HUMAN	ALX1
Q15726	KISS1_HUMAN	KISS1
Q15738	NSDHL_HUMAN	NSDHL
Q15744	CEBPE_HUMAN	CEBPE
Q15746	MYLK_HUMAN	MYLK
Q15813	TBCE_HUMAN	TBCE
Q15822	ACHA2_HUMAN	CHRNA2
Q15831	STK11_HUMAN	STK11
Q15833	STXB2_HUMAN	STXBP2
Q15835	RK_HUMAN	GRK1
Q15858	SCN9A_HUMAN	SCN9A
Q15910	EZH2_HUMAN	EZH2
Q15928	ZN141_HUMAN	ZNF141
Q15BH2	Q15BH2_HUMAN	
Q16134	ETFD_HUMAN	ETFDH
Q16143	SYUB_HUMAN	SNCB
Q16204	CCDC6_HUMAN	CCDC6
Q16270	IBP7_HUMAN	IGFBP7
Q16281	CNGA3_HUMAN	CNGA3
Q16363	LAMA4_HUMAN	LAMA4
Q16384	SSX1_HUMAN	SSX1
Q16385	SSX2_HUMAN	SSX2
Q16394	EXT1_HUMAN	EXT1
Q16484	Q16484_HUMAN	DMD
Q16509	Q16509_HUMAN	tal-1
Q16518	RPE65_HUMAN	RPE65
Q16531	DDB1_HUMAN	DDB1
Q16585	SGCB_HUMAN	SGCB
Q16586	SGCA_HUMAN	SGCA
Q16595	FRDA_HUMAN	FXN
Q16610	ECM1_HUMAN	ECM1
Q16620	NTRK2_HUMAN	NTRK2
Q16625	OCLN_HUMAN	OCLN
Q16635	TAZ_HUMAN	TAZ
Q16637	SMN_HUMAN	SMN1
Q16647	PTGIS_HUMAN	PTGIS
Q16653	MOG_HUMAN	MOG
Q16671	AMHR2_HUMAN	AMHR2
Q16678	CP1B1_HUMAN	CYP1B1
Q16698	DECR_HUMAN	DECR1
Q16720	AT2B3_HUMAN	ATP2B3
Q16740	CLPP_HUMAN	CLPP
Q16762	THTR_HUMAN	TST
Q16787	LAMA3_HUMAN	LAMA3
Q16795	NDUA9_HUMAN	NDUFA9
Q16821	PPR3A_HUMAN	PPP1R3A
Q16822	PCKGM_HUMAN	PCK2
Q16827	PTPRO_HUMAN	PTPRO
Q16828	DUS6_HUMAN	DUSP6
Q16832	DDR2_HUMAN	DDR2
Q16836	HCDH_HUMAN	HADH
Q16854	DGUOK_HUMAN	DGUOK
Q16873	LTC4S_HUMAN	LTC4S
Q16874	Q16874_HUMAN	CYP21A2
Q17R51	Q17R51_HUMAN	GRIA3
Q17RF5	ODAPH_HUMAN	ODAPH
Q17RV3	Q17RV3_HUMAN	LRRK2
Q18PE1	DOK7_HUMAN	DOK7
Q1HB44	Q1HB44_HUMAN	CYP17A1
Q1HG44	DOXA2_HUMAN	DUOXA2
Q1JUL4	Q1JUL4_HUMAN	MC1R
Q1KLZ0	Q1KLZ0_HUMAN	PS1TP5BP1
Q1PHJ8	Q1PHJ8_HUMAN	GLIS3
Q1PSW9	Q1PSW9_HUMAN	GLI2
Q1WWM3	Q1WWM3_HUMAN	EPB41
Q24JR4	Q24JR4_HUMAN	WDR81
Q24K27	Q24K27_HUMAN	SOBP
Q27J81	INF2_HUMAN	INF2
Q29974	2B1G_HUMAN	HLA-DRB1
Q29RX4	Q29RX4_HUMAN	EPB41
Q2I0M5	RSPO4_HUMAN	RSPO4
Q2KHQ6	Q2KHQ6_HUMAN	APOL1
Q2L4T1	Q2L4T1_HUMAN	Pax9
Q2M1H9	Q2M1H9_HUMAN	HPSE2
Q2M1I4	Q2M1I4_HUMAN	INVS
Q2M1K9	ZN423_HUMAN	ZNF423
Q2M1P5	KIF7_HUMAN	KIF7
Q2M1Z1	Q2M1Z1_HUMAN	MLH3
Q2M1Z3	RHG31_HUMAN	ARHGAP31
Q2M3X9	ZN674_HUMAN	ZNF674
Q2MD54	Q2MD54_HUMAN	BASH
Q2MD59	Q2MD59_HUMAN	BLNK
Q2MKA7	RSPO1_HUMAN	RSPO1
Q2MV58	TECT1_HUMAN	TCTN1
Q2NKJ3	CTC1_HUMAN	CTC1
Q2NKM7	Q2NKM7_HUMAN	DDX11
Q2PPL4	Q2PPL4_HUMAN	
Q2PPL5	Q2PPL5_HUMAN	TRMU
Q2TA70	Q2TA70_HUMAN	CLN3
Q2TAA5	ALG11_HUMAN	ALG11
Q2TLE4	Q2TLE4_HUMAN	MLF1
Q2TNI1	Q2TNI1_HUMAN	CAV1
Q2TU34	Q2TU34_HUMAN	FBP1
Q2VYF7	Q2VYF7_HUMAN	
Q2WEN9	CEA16_HUMAN	CEACAM16
Q2XQU9	Q2XQU9_HUMAN	
Q2YD98	UVSSA_HUMAN	UVSSA
Q2YDC4	Q2YDC4_HUMAN	WIPF1
Q30201	HFE_HUMAN	HFE
Q32MN7	Q32MN7_HUMAN	TBP
Q32MQ0	ZN750_HUMAN	ZNF750
Q32MY8	Q32MY8_HUMAN	RUNX2
Q32NF0	Q32NF0_HUMAN	TSC1
Q32P28	P3H1_HUMAN	P3H1
Q32Q26	Q32Q26_HUMAN	ANTXR2
Q330K2	NDUF6_HUMAN	NDUFAF6
Q3B7A2	Q3B7A2_HUMAN	CEP152
Q3B7T3	BEAN1_HUMAN	BEAN1
Q3B820	F161A_HUMAN	FAM161A
Q3KP44	ANR55_HUMAN	ANKRD55
Q3MJ13	WDR72_HUMAN	WDR72
Q3SB16	Q3SB16_HUMAN	
Q3SWU9	Q3SWU9_HUMAN	MSH6
Q3SXY7	LRIT3_HUMAN	LRIT3
Q3SXY8	AR13B_HUMAN	ARL13B
Q3SY84	K2C71_HUMAN	KRT71
Q3SYG4	PTHB1_HUMAN	BBS9
Q3T906	GNPTA_HUMAN	GNPTAB
Q3ZCW0	Q3ZCW0_HUMAN	RIMS1
Q400J6	Q400J6_HUMAN	NAT1
Q495M3	S36A2_HUMAN	SLC36A2
Q495M9	USH1G_HUMAN	USH1G
Q498B9	Q498B9_HUMAN	ASXL1
Q49A31	Q49A31_HUMAN	NRXN1
Q49A63	Q49A63_HUMAN	MAOA
Q49AC8	Q49AC8_HUMAN	FERMT1
Q49AK4	Q49AK4_HUMAN	DCC
Q49AM6	Q49AM6_HUMAN	COL4A5
Q49MI3	CERKL_HUMAN	CERKL
Q4ACW9	Q4ACW9_HUMAN	TWEAK
Q4ACX1	Q4ACX1_HUMAN	TACI
Q4FAT2	Q4FAT2_HUMAN	EDN3
Q4G0J3	LARP7_HUMAN	LARP7
Q4G0P3	HYDIN_HUMAN	HYDIN
Q4G0U7	Q4G0U7_HUMAN	MIPOL1
Q4G0X0	Q4G0X0_HUMAN	DMD
Q4G0X9	CCD40_HUMAN	CCDC40
Q4G138	Q4G138_HUMAN	LEPR
Q4G176	ACSF3_HUMAN	ACSF3
Q4KMG0	CDON_HUMAN	CDON
Q4KMQ1	TPRN_HUMAN	TPRN
Q4KMQ2	ANO6_HUMAN	ANO6
Q4KMR3	Q4KMR3_HUMAN	MYO1E
Q4LDG9	DNAL1_HUMAN	DNAL1
Q4LE27	Q4LE27_HUMAN	ABCA3
Q4LE35	Q4LE35_HUMAN	ITGA7
Q4LE70	Q4LE70_HUMAN	APC
Q4VAM5	Q4VAM5_HUMAN	SLC6A5
Q4VAM6	Q4VAM6_HUMAN	SLC6A5
Q4VAQ3	Q4VAQ3_HUMAN	CHRNA4
Q4VAR0	Q4VAR0_HUMAN	CYP11B1
Q4VXY6	Q4VXY6_HUMAN	COL11A2
Q502X2	Q502X2_HUMAN	DIABLO
Q502Y3	Q502Y3_HUMAN	TPO
Q53ES0	Q53ES0_HUMAN	
Q53F23	Q53F23_HUMAN	TBXAS1
Q53F53	Q53F53_HUMAN	
Q53FL1	Q53FL1_HUMAN	
Q53FV0	Q53FV0_HUMAN	
Q53FW5	Q53FW5_HUMAN	
Q53G30	Q53G30_HUMAN	
Q53G92	Q53G92_HUMAN	
Q53G95	Q53G95_HUMAN	
Q53GA5	Q53GA5_HUMAN	
Q53GF4	Q53GF4_HUMAN	
Q53GP9	Q53GP9_HUMAN	
Q53GS7	GLE1_HUMAN	GLE1
Q53H01	Q53H01_HUMAN	
Q53H12	AGK_HUMAN	AGK
Q53H15	Q53H15_HUMAN	GPC3
Q53H33	Q53H33_HUMAN	
Q53HE2	Q53HE2_HUMAN	
Q53HP3	Q53HP3_HUMAN	
P25686	DNJB2_HUMAN	DNAJB2
Q53QU8	Q53QU8_HUMAN	TIEG2
Q53QY6	Q53QY6_HUMAN	ICOS
Q53S33	BOLA3_HUMAN	BOLA3
Q53S46	Q53S46_HUMAN	GDF8
Q53SB5	Q53SB5_HUMAN	tmp_locus_29
Q53SH4	Q53SH4_HUMAN	CHRNA1
Q53TK1	Q53TK1_HUMAN	CYP1B1
Q53X93	Q53X93_HUMAN	CREB1
Q53XC2	Q53XC2_HUMAN	EIF2B2
Q53XC5	Q53XC5_HUMAN	BMP4
Q53XL1	Q53XL1_HUMAN	CRADD
Q53XM5	Q53XM5_HUMAN	FANCG
Q53XM7	Q53XM7_HUMAN	VAPB
Q53XY9	Q53XY9_HUMAN	PTHLH
Q53Y25	Q53Y25_HUMAN	GCK
Q53Y30	Q53Y30_HUMAN	KCNQ2
Q53Y41	Q53Y41_HUMAN	DDC
Q53Y73	Q53Y73_HUMAN	DLX5
Q53Y83	Q53Y83_HUMAN	GLA
Q53YC7	Q53YC7_HUMAN	PBX1
Q53YD1	Q53YD1_HUMAN	DDIT3
Q53YE7	Q53YE7_HUMAN	MAOA
Q53YK7	Q53YK7_HUMAN	PRNP
Q53YY0	Q53YY0_HUMAN	AGTR1
Q53ZD3	Q53ZD3_HUMAN	FOXL2
Q53ZZ1	Q53ZZ1_HUMAN	TNFSF6
Q541A5	Q541A5_HUMAN	UFD1L
Q546Y9	Q546Y9_HUMAN	AID
Q547U9	Q547U9_HUMAN	NR2A
Q548C2	Q548C2_HUMAN	NTRK2
Q548T7	Q548T7_HUMAN	FOXP1
Q549M9	Q549M9_HUMAN	AP1S2
Q549N0	Q549N0_HUMAN	CFL2
Q54A15	Q54A15_HUMAN	DTGCU2
Q54A98	Q54A98_HUMAN	hRANKL
Q562E7	WDR81_HUMAN	WDR81
Q56A76	Q56A76_HUMAN	SMARCA2
Q56NI9	ESCO2_HUMAN	ESCO2
Q587J8	KHD3L_HUMAN	KHDC3L
Q58F09	Q58F09_HUMAN	GCS1
Q59E85	Q59E85_HUMAN	
Q59EB9	Q59EB9_HUMAN	
Q59EE7	Q59EE7_HUMAN	
Q59EF3	Q59EF3_HUMAN	
Q59EG3	Q59EG3_HUMAN	
Q59EI3	Q59EI3_HUMAN	
Q59EN6	Q59EN6_HUMAN	
Q59EQ6	Q59EQ6_HUMAN	
Q59ET0	Q59ET0_HUMAN	
Q59EV7	Q59EV7_HUMAN	
Q59F02	Q59F02_HUMAN	
Q59F04	Q59F04_HUMAN	
Q59F09	Q59F09_HUMAN	
Q59F12	Q59F12_HUMAN	
Q59F16	Q59F16_HUMAN	
Q59F91	Q59F91_HUMAN	
Q59FD4	Q59FD4_HUMAN	
Q59FD9	Q59FD9_HUMAN	
Q59FE5	Q59FE5_HUMAN	
Q59FF6	Q59FF6_HUMAN	
Q59FG5	Q59FG5_HUMAN	
Q59FG6	Q59FG6_HUMAN	
Q59FG9	Q59FG9_HUMAN	
Q59FH2	Q59FH2_HUMAN	
Q59FJ6	Q59FJ6_HUMAN	
Q59FK4	Q59FK4_HUMAN	
Q59FP5	Q59FP5_HUMAN	
Q59FR3	Q59FR3_HUMAN	
Q59FT3	Q59FT3_HUMAN	
Q59FU8	Q59FU8_HUMAN	
Q59FV0	Q59FV0_HUMAN	
Q59FV5	Q59FV5_HUMAN	
Q59FY1	Q59FY1_HUMAN	
Q59G12	Q59G12_HUMAN	
Q59GB8	Q59GB8_HUMAN	
Q59GC5	Q59GC5_HUMAN	
Q59GD8	Q59GD8_HUMAN	CACNA1D
Q59GJ6	Q59GJ6_HUMAN	
Q59GK3	Q59GK3_HUMAN	
Q59GU3	Q59GU3_HUMAN	
Q59GW0	Q59GW0_HUMAN	
Q59GX2	Q59GX2_HUMAN	
Q59GZ8	Q59GZ8_HUMAN	
Q59H15	Q59H15_HUMAN	
Q59H17	Q59H17_HUMAN	
Q59H37	Q59H37_HUMAN	
Q59H42	Q59H42_HUMAN	
Q59H48	Q59H48_HUMAN	
Q59H91	Q59H91_HUMAN	
Q59H94	Q59H94_HUMAN	
Q59HB3	Q59HB3_HUMAN	
Q59HB5	Q59HB5_HUMAN	
Q59HC2	Q59HC2_HUMAN	
Q59HG2	Q59HG2_HUMAN	
Q59HG3	Q59HG3_HUMAN	
Q59HG9	Q59HG9_HUMAN	
Q5D044	Q5D044_HUMAN	LAMA4
Q5DT03	Q5DT03_HUMAN	UGT1A1
Q5FBX8	Q5FBX8_HUMAN	THPO
Q5GIA7	Q5GIA7_HUMAN	
Q5GJ67	Q5GJ67_HUMAN	
Q5H8C1	FREM1_HUMAN	FREM1
Q5H8V1	Q5H8V1_HUMAN	TNFRSF13C
Q5H9S7	DCA17_HUMAN	DCAF17
Q5HYA8	MKS3_HUMAN	TMEM67
Q5HYG7	Q5HYG7_HUMAN	DKFZp686M24262
Q5HYH4	Q5HYH4_HUMAN	DKFZp313B1621
Q5HYK2	Q5HYK2_HUMAN	DKFZp313M1824
Q5IEC3	Q5IEC3_HUMAN	NTNG1
Q5IEC6	Q5IEC6_HUMAN	NTNG1
Q5IEC8	Q5IEC8_HUMAN	
Q5JNW1	Q5JNW1_HUMAN	TAP2
Q5JP69	Q5JP69_HUMAN	C2
Q5JPC1	Q5JPC1_HUMAN	DKFZp667O1614
Q5JPH6	SYEM_HUMAN	EARS2
Q5JQI0	Q5JQI0_HUMAN	NEU1
Q5JTC6	AMER1_HUMAN	AMER1
Q5JTZ9	SYAM_HUMAN	AARS2
P19532	TFE3_HUMAN	TFE3
Q5JU85	IQEC2_HUMAN	IQSEC2
Q5JUK3	KCNT1_HUMAN	KCNT1
Q5JVE7	Q5JVE7_HUMAN	F10
Q5JVE8	Q5JVE8_HUMAN	F10
Q5JWF2	GNAS1_HUMAN	GNAS
Q5JXL9	Q5JXL9_HUMAN	DKFZp564L2416
Q5JY90	Q5JY90_HUMAN	BTK
Q5K651	SAMD9_HUMAN	SAMD9
Q5M8T4	Q5M8T4_HUMAN	CTGF
Q5NDL2	EOGT_HUMAN	EOGT
Q5QGS0	NEXMI_HUMAN	NEXMIF
Q5QHG3	Q5QHG3_HUMAN	RARB
Q5QPK2	Q5QPK2_HUMAN	DPM1
Q5R352	Q5R352_HUMAN	PLN
Q5S007	LRRK2_HUMAN	LRRK2
Q5SQQ9	VAX1_HUMAN	VAX1
Q5SSB8	Q5SSB8_HUMAN	MOG
Q5STB3	Q5STB3_HUMAN	TNF
Q5SU54	Q5SU54_HUMAN	HLA-DQB1
Q5SW96	ARH_HUMAN	LDLRAP1
Q5SXY3	Q5SXY3_HUMAN	CHRNB2
Q5SZK8	FREM2_HUMAN	FREM2
Q5T011	SZT2_HUMAN	SZT2
Q5T160	SYRM_HUMAN	RARS2
Q5T1H1	EYS_HUMAN	EYS
Q5T1V6	DDX59_HUMAN	DDX59
Q5T2R2	DPS1_HUMAN	PDSS1
Q5T2S8	ARMC4_HUMAN	ARMC4
Q5T3L8	Q5T3L8_HUMAN	UROS
Q5T440	CAF17_HUMAN	IBA57
Q5T442	CXG2_HUMAN	GJC2
Q5T481	RBM20_HUMAN	RBM20
Q5T4F4	ZFY27_HUMAN	ZFYVE27
Q5T4U5	Q5T4U5_HUMAN	ACADM
Q5T697	Q5T697_HUMAN	GNAT2
Q5T6L4	Q5T6L4_HUMAN	ASS
Q5T6U8	Q5T6U8_HUMAN	HMGA1
Q5T7S2	Q5T7S2_HUMAN	TGFBR1
Q5T7V8	GORAB_HUMAN	GORAB
Q5T9B7	Q5T9B7_HUMAN	AK1
Q5T9B9	Q5T9B9_HUMAN	ENG
Q5T9Y4	Q5T9Y4_HUMAN	TNFSF11
Q5TB52	Q5TB52_HUMAN	PAPSS2
Q5TBB1	RNH2B_HUMAN	RNASEH2B
Q5TCI8	Q5TCI8_HUMAN	LMNA
Q5TCU3	Q5TCU3_HUMAN	TPM2
Q5TCX1	Q5TCX1_HUMAN	TREM2
Q5TD94	RSH4A_HUMAN	RSPH4A
Q5TEH5	Q5TEH5_HUMAN	PLG
Q5TEU4	NDUF5_HUMAN	NDUFAF5
Q5TI65	Q5TI65_HUMAN	MPC1
Q5TZN6	Q5TZN6_HUMAN	NOL3
Q5TZT0	Q5TZT0_HUMAN	TREX1
Q5U091	Q5U091_HUMAN	NRAS
Q5U0J5	Q5U0J5_HUMAN	CREB1
Q5U0N0	Q5U0N0_HUMAN	SGCB
Q5U5U6	Q5U5U6_HUMAN	UBB
Q5U676	Q5U676_HUMAN	B3GAT3
Q5U743	Q5U743_HUMAN	IGF1
Q5V9X9	Q5V9X9_HUMAN	CACNA1C
Q5VSF9	Q5VSF9_HUMAN	GRIN1
Q5VU50	Q5VU50_HUMAN	BSND
Q5VVD0	Q5VVD0_HUMAN	RPL11
Q5VVF5	Q5VVF5_HUMAN	VLDLR
Q5VVH1	Q5VVH1_HUMAN	
Q5VWE5	Q5VWE5_HUMAN	NTRK2
Q5VXI9	LIPN_HUMAN	LIPN
Q5VZ79	Q5VZ79_HUMAN	hCG_2011440
Q5W005	Q5W005_HUMAN	IL2RA
Q5XKG2	Q5XKG2_HUMAN	GRIA3
Q5XUU0	Q5XUU0_HUMAN	
Q5Y7A9	Q5Y7A9_HUMAN	HLA-DQB1
Q5Y7D1	Q5Y7D1_HUMAN	HLA-DRB1
Q5Y7D3	Q5Y7D3_HUMAN	HLA-DQB1
Q5Y7D6	Q5Y7D6_HUMAN	HLA-DQB1
Q5ZGX3	Q5ZGX3_HUMAN	5HT1A
Q5ZPJ0	Q5ZPJ0_HUMAN	BAX
Q5ZPJ1	Q5ZPJ1_HUMAN	BAX
Q60FE5	Q60FE5_HUMAN	FLNA
Q63HN8	RN213_HUMAN	RNF213
Q63HQ4	Q63HQ4_HUMAN	DKFZp686K04147
Q658M9	Q658M9_HUMAN	DKFZp666K145
Q658P3	STEA3_HUMAN	STEAP3
Q658U4	Q658U4_HUMAN	DKFZp666D193
Q659C9	Q659C9_HUMAN	DKFZp434L1715
Q66GS9	CP135_HUMAN	CEP135
Q66SS1	Q66SS1_HUMAN	PAX6
Q66X48	Q66X48_HUMAN	MHC2TA
Q68CM6	Q68CM6_HUMAN	stxbp1
Q68CP4	HGNAT_HUMAN	HGSNAT
Q68CZ1	FTM_HUMAN	RPGRIP1L
Q68D78	Q68D78_HUMAN	CLEC7A
Q68DC2	ANKS6_HUMAN	ANKS6
Q68DK2	ZFY26_HUMAN	ZFYVE26
Q68DM9	Q68DM9_HUMAN	DKFZp781M2392
Q68DS0	Q68DS0_HUMAN	DKFZp781N011
Q68EN4	Q68EN4_HUMAN	SMC1A
Q695T7	S6A19_HUMAN	SLC6A19
Q69FE3	Q69FE3_HUMAN	IRAK4
Q69YQ0	CYTSA_HUMAN	SPECC1L
Q6AHX3	Q6AHX3_HUMAN	DKFZp761N1221
Q6AI28	Q6AI28_HUMAN	DKFZp781N1972
Q6AWC5	Q6AWC5_HUMAN	DKFZp686O0962
Q6DI00	Q6DI00_HUMAN	HOXA13
Q6DJT9	PLAG1_HUMAN	PLAG1
Q6DKK2	TTC19_HUMAN	TTC19
Q6FG41	Q6FG41_HUMAN	FOS
Q6FGM0	Q6FGM0_HUMAN	SH3GL1
Q6FGN1	Q6FGN1_HUMAN	PEX7
Q6FGX2	Q6FGX2_HUMAN	TNNI3
Q6FGX9	Q6FGX9_HUMAN	AK1
Q6FH10	Q6FH10_HUMAN	DCN
Q6FH11	Q6FH11_HUMAN	HMOX1
Q6FH25	Q6FH25_HUMAN	PMP22
Q6FH41	Q6FH41_HUMAN	THRA
Q6FH48	Q6FH48_HUMAN	ASPA
Q6FH62	Q6FH62_HUMAN	HSD17B3
Q6FH91	Q6FH91_HUMAN	TNNC1
Q6FHC8	Q6FHC8_HUMAN	POMC
Q6FHJ6	Q6FHJ6_HUMAN	KCNE1
Q6FHM9	Q6FHM9_HUMAN	CD59
Q6FHN8	Q6FHN8_HUMAN	IRF1
Q6FHW6	Q6FHW6_HUMAN	TCF2
Q6FI00	Q6FI00_HUMAN	CCND1
Q6GMQ3	Q6GMQ3_HUMAN	PHC1
Q6GMT0	Q6GMT0_HUMAN	RTN2
Q6I9R7	Q6I9R7_HUMAN	RARA
Q6I9R8	Q6I9R8_HUMAN	FHL2
Q6I9T4	Q6I9T4_HUMAN	CCL11
Q6I9V6	Q6I9V6_HUMAN	CDKN1B
Q6IA61	Q6IA61_HUMAN	C14orf133
Q6IAE6	Q6IAE6_HUMAN	KCNE3
Q6IAX2	Q6IAX2_HUMAN	RPL21
Q6IB42	Q6IB42_HUMAN	MYL2
Q6IBB5	Q6IBB5_HUMAN	ZNF183
Q6IBB7	Q6IBB7_HUMAN	SHFM1
Q6IBC4	Q6IBC4_HUMAN	NDUFS6
Q6IBE5	Q6IBE5_HUMAN	ZNF547
Q6IBK0	Q6IBK0_HUMAN	STAR
Q6IBQ5	Q6IBQ5_HUMAN	FUS
Q6ICS9	Q6ICS9_HUMAN	HSPB3
P21673	SAT1_HUMAN	SAT1
Q6IPK3	Q6IPK3_HUMAN	TNXB
Q6IQ50	Q6IQ50_HUMAN	NOTCH2
Q6IQ55	TTBK2_HUMAN	TTBK2
Q6ISB3	GRHL2_HUMAN	GRHL2
Q6ISE0	Q6ISE0_HUMAN	LMX1B
Q6IZA2	Q6IZA2_HUMAN	FUT1
Q6JEL2	KLH10_HUMAN	KLHL10
Q6KC79	NIPBL_HUMAN	NIPBL
Q6KF10	GDF6_HUMAN	GDF6
Q6LEN5	Q6LEN5_HUMAN	ChAT
Q6LEN6	Q6LEN6_HUMAN	ChAT
Q6MZF4	Q6MZF4_HUMAN	DKFZp686K139
Q6MZF9	Q6MZF9_HUMAN	DKFZp686J11229
Q6MZK8	Q6MZK8_HUMAN	DKFZp686K06110
Q6MZL5	Q6MZL5_HUMAN	DKFZp686C06243
Q6MZM7	Q6MZM7_HUMAN	DKFZp686O12165
Q6MZP0	Q6MZP0_HUMAN	DKFZp686M09200
Q6MZZ3	Q6MZZ3_HUMAN	DKFZp686I0746
Q6N002	Q6N002_HUMAN	DKFZp686E10210
Q6N021	TET2_HUMAN	TET2
Q6N083	Q6N083_HUMAN	DKFZp686A1782
Q6N084	Q6N084_HUMAN	DKFZp686L11144
Q6NSI7	Q6NSI7_HUMAN	SLC12A6
Q6NSJ8	Q6NSJ8_HUMAN	CSF2RB
Q6NT55	CP4FN_HUMAN	CYP4F22
Q6NUL7	Q6NUL7_HUMAN	SPTLC1
Q6NUP5	Q6NUP5_HUMAN	AGTR1
Q6NUS6	TECT3_HUMAN	TCTN3
Q6NUT2	D19L2_HUMAN	DPY19L2
Q6NVY1	HIBCH_HUMAN	HIBCH
Q6NXF2	Q6NXF2_HUMAN	FLNA
Q6NXR4	TTI2_HUMAN	TTI2
Q6NZI2	CAVN1_HUMAN	CAVIN1
Q6NZX3	Q6NZX3_HUMAN	NT5E
Q6P051	Q6P051_HUMAN	SIX6
Q6P0N6	Q6P0N6_HUMAN	DST
Q6P152	Q6P152_HUMAN	CDH23
Q6P1J9	CDC73_HUMAN	CDC73
Q6P1K3	Q6P1K3_HUMAN	HPS4
Q6P1K9	Q6P1K9_HUMAN	PANK2
Q6P1M0	S27A4_HUMAN	SLC27A4
Q6P1N0	C2D1A_HUMAN	CC2D1A
Q6P1N1	Q6P1N1_HUMAN	PPM2C
Q6P2Q9	PRP8_HUMAN	PRPF8
Q6P4Q7	CNNM4_HUMAN	CNNM4
Q6P534	Q6P534_HUMAN	TPO
Q6P5Q6	Q6P5Q6_HUMAN	LIAS
Q6P5W5	S39A4_HUMAN	SLC39A4
Q6PAU8	Q6PAU8_HUMAN	SLC2A2
Q6PD74	AAGAB_HUMAN	AAGAB
Q6PEK7	Q6PEK7_HUMAN	
Q6PGP7	TTC37_HUMAN	TTC37
Q6PHW0	IYD1_HUMAN	IYD
Q6PI38	Q6PI38_HUMAN	WT1
Q6PI48	SYDM_HUMAN	DARS2
Q6PIA1	Q6PIA1_HUMAN	MLL2
Q6PIB3	Q6PIB3_HUMAN	KANK1
Q6PJF5	RHDF2_HUMAN	RHBDF2
Q6PJG6	BRAT1_HUMAN	BRAT1
Q6PJH3	Q6PJH3_HUMAN	AKAP9
Q6PK66	Q6PK66_HUMAN	ZNF711
Q6PKD3	Q6PKD3_HUMAN	RDX
Q6PRD1	GP179_HUMAN	GPR179
Q6Q788	APOA5_HUMAN	APOA5
Q6QHK4	FIGLA_HUMAN	FIGLA
Q6QNY0	BL1S3_HUMAN	BLOC1S3
Q6RI45	BRWD3_HUMAN	BRWD3
Q6T4R5	NHS_HUMAN	NHS
Q6UB99	ANR11_HUMAN	ANKRD11
Q6URC4	Q6URC4_HUMAN	
Q6UWE0	LRSM1_HUMAN	LRSAM1
Q6UXH8	CCBE1_HUMAN	CCBE1
Q6UXM4	Q6UXM4_HUMAN	FCN3
Q6UY14	ATL4_HUMAN	ADAMTSL4
Q6V0L0	CP26C_HUMAN	CYP26C1
Q6VVB1	NHLC1_HUMAN	NHLRC1
Q6VVX0	CP2R1_HUMAN	CYP2R1
Q6W2J9	BCOR_HUMAN	BCOR
Q6X4W1	NSMF_HUMAN	NSMF
Q6XR72	ZNT10_HUMAN	SLC30A10
Q6Y288	B3GLT_HUMAN	B3GLCT
Q6Y7W6	GGYF2_HUMAN	GIGYF2
